EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 17-11-2014
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 TN   : minimum temperature in 0.1 &#176;C
30-34 Q_TN : Quality code for TN (0='valid'; 1='suspect'; 9='missing')

This is the series (SOUID: 100561) of ITALY, ROMA CIAMPINO (STAID: 176)
See file sources.txt for more info.



 STAID, SOUID,    DATE,   TN, Q_TN
   176,100561,19520908,  180,    0
   176,100561,19520909,  150,    0
   176,100561,19520910,  144,    0
   176,100561,19520911,  180,    0
   176,100561,19520912,  192,    0
   176,100561,19520913,  163,    0
   176,100561,19520914,  157,    0
   176,100561,19520915,  186,    0
   176,100561,19520916,  191,    0
   176,100561,19520917,  178,    0
   176,100561,19520918,  190,    0
   176,100561,19520919,  172,    0
   176,100561,19520920,  157,    0
   176,100561,19520921,  114,    0
   176,100561,19520922,  109,    0
   176,100561,19520923,  117,    0
   176,100561,19520924,  117,    0
   176,100561,19520925,  146,    0
   176,100561,19520926,  174,    0
   176,100561,19520927,  110,    0
   176,100561,19520928,  128,    0
   176,100561,19520929,  128,    0
   176,100561,19520930,  186,    0
   176,100561,19521001,  170,    0
   176,100561,19521002,  140,    0
   176,100561,19521003,  119,    0
   176,100561,19521004,   91,    0
   176,100561,19521005,  112,    0
   176,100561,19521006,  147,    0
   176,100561,19521007,  152,    0
   176,100561,19521008,  138,    0
   176,100561,19521009,  105,    0
   176,100561,19521010,   62,    0
   176,100561,19521011,  126,    0
   176,100561,19521012,   78,    0
   176,100561,19521013,   66,    0
   176,100561,19521014,  160,    0
   176,100561,19521015,  117,    0
   176,100561,19521016,  123,    0
   176,100561,19521017,  130,    0
   176,100561,19521018,  115,    0
   176,100561,19521019,   99,    0
   176,100561,19521020,  145,    0
   176,100561,19521021,  174,    0
   176,100561,19521022,  176,    0
   176,100561,19521023,  158,    0
   176,100561,19521024,  158,    0
   176,100561,19521025,  158,    0
   176,100561,19521026,  160,    0
   176,100561,19521027,  119,    0
   176,100561,19521028,  115,    0
   176,100561,19521029,   88,    0
   176,100561,19521030,  132,    0
   176,100561,19521031,   96,    0
   176,100561,19521101,   59,    0
   176,100561,19521102,   61,    0
   176,100561,19521103,   48,    0
   176,100561,19521104,   70,    0
   176,100561,19521105,   50,    0
   176,100561,19521106,   30,    0
   176,100561,19521107,   76,    0
   176,100561,19521108,   43,    0
   176,100561,19521109,   33,    0
   176,100561,19521110,   10,    0
   176,100561,19521111,   30,    0
   176,100561,19521112,   43,    0
   176,100561,19521113,   30,    0
   176,100561,19521114,   38,    0
   176,100561,19521115,   38,    0
   176,100561,19521116,   22,    0
   176,100561,19521117,   55,    0
   176,100561,19521118,   95,    0
   176,100561,19521119,  120,    0
   176,100561,19521120,   88,    0
   176,100561,19521121,   72,    0
   176,100561,19521122,   73,    0
   176,100561,19521123,   60,    0
   176,100561,19521124,   62,    0
   176,100561,19521125,   91,    0
   176,100561,19521126,  142,    0
   176,100561,19521127,  139,    0
   176,100561,19521128,  100,    0
   176,100561,19521129,   97,    0
   176,100561,19521130,   66,    0
   176,100561,19521201,  116,    0
   176,100561,19521202,  138,    0
   176,100561,19521203,  122,    0
   176,100561,19521204,   97,    0
   176,100561,19521205,   70,    0
   176,100561,19521206,   40,    0
   176,100561,19521207,   42,    0
   176,100561,19521208,   43,    0
   176,100561,19521209,   22,    0
   176,100561,19521210,   37,    0
   176,100561,19521211,   48,    0
   176,100561,19521212,   59,    0
   176,100561,19521213,   89,    0
   176,100561,19521214,  112,    0
   176,100561,19521215,   80,    0
   176,100561,19521216,   20,    0
   176,100561,19521217,   18,    0
   176,100561,19521218,   60,    0
   176,100561,19521219,   26,    0
   176,100561,19521220,   19,    0
   176,100561,19521221,   13,    0
   176,100561,19521222,   44,    0
   176,100561,19521223,   31,    0
   176,100561,19521224,    9,    0
